Time,Channel#,Timestamp,V_value,nV,V cell,WE_value,uA,WE current,I_value,f,Status,Status_value,Current_range_value,Current range,something1,something2,
1696318569.525808,1,Timestamp,74999992,n,V cell,-1600093,u,WE current,-15814330,f,Status,0,0,Current range,0,128,
1696318569.5268052,1,Timestamp,77999984,n,V cell,-1600093,u,WE current,-15618332,f,Status,0,0,Current range,0,128,
1696318569.5278032,1,Timestamp,80999984,n,V cell,-1600093,u,WE current,-15444732,f,Status,0,0,Current range,0,128,
1696318569.5288002,1,Timestamp,83999984,n,V cell,-1600093,u,WE current,-15287933,f,Status,0,0,Current range,0,128,
1696318569.5297973,1,Timestamp,86999984,n,V cell,-1600093,u,WE current,-15142334,f,Status,0,0,Current range,0,128,
1696318569.5307949,1,Timestamp,89999984,n,V cell,-1600093,u,WE current,-15002334,f,Status,0,0,Current range,0,128,
1696318569.531792,1,Timestamp,92999976,n,V cell,-1600093,u,WE current,-14856734,f,Status,0,0,Current range,0,128,
1696318569.5327897,1,Timestamp,95999976,n,V cell,-1600093,u,WE current,-14711135,f,Status,0,0,Current range,0,128,
1696318569.5334196,1,Timestamp,98999976,n,V cell,-1600093,u,WE current,-14576736,f,Status,0,0,Current range,0,128,
1696318569.5345106,1,Timestamp,101999,u,V cell,-1600093,u,WE current,-14453537,f,Status,0,0,Current range,0,128,
1696318569.5355077,1,Timestamp,104999,u,V cell,-1600093,u,WE current,-14347137,f,Status,0,0,Current range,0,128,
1696318569.536505,1,Timestamp,107999,u,V cell,-1600093,u,WE current,-14251937,f,Status,0,0,Current range,0,128,
1696318569.5375023,1,Timestamp,110999,u,V cell,-1600093,u,WE current,-14145538,f,Status,0,0,Current range,0,128,
1696318569.5384996,1,Timestamp,113999,u,V cell,-1600093,u,WE current,-14033539,f,Status,0,0,Current range,0,128,
1696318569.539497,1,Timestamp,116999,u,V cell,-1600093,u,WE current,-13915938,f,Status,0,0,Current range,0,128,
1696318569.5404947,1,Timestamp,119999,u,V cell,-1600093,u,WE current,-13826339,f,Status,0,0,Current range,0,128,
1696318629.3081932,0,Timestamp,0, ,V cell,-1600093,u,WE current,-72508480,f,Status,2,0,Current range,0,128,
1696318629.3101895,0,Timestamp,3000000,n,V cell,-1600093,u,WE current,-70150888,f,Status,2,0,Current range,0,128,
1696318629.3113692,0,Timestamp,6000000,n,V cell,-1600093,u,WE current,-67238904,f,Status,2,0,Current range,0,128,
1696318629.3123665,0,Timestamp,9000000,n,V cell,-1600093,u,WE current,-64786116,f,Status,2,0,Current range,0,128,
1696318629.313364,0,Timestamp,12000000,n,V cell,-1600093,u,WE current,-62674924,f,Status,2,0,Current range,0,128,
1696318629.3143628,0,Timestamp,15000001,n,V cell,-1600093,u,WE current,-60854932,f,Status,2,0,Current range,0,128,
1696318629.3143628,0,Timestamp,18000002,n,V cell,-1600093,u,WE current,-59214140,f,Status,2,0,Current range,0,128,
1696318629.3153605,0,Timestamp,21000002,n,V cell,-1600093,u,WE current,-57679744,f,Status,8,0,Current range,0,128,
1696318629.3163564,0,Timestamp,24000002,n,V cell,-1600093,u,WE current,-56251752,f,Status,8,0,Current range,0,128,
1696318629.3173532,0,Timestamp,27000002,n,V cell,-1600093,u,WE current,-54890956,f,Status,8,0,Current range,0,128,
1696318629.3183506,0,Timestamp,30000004,n,V cell,-1600093,u,WE current,-53569364,f,Status,8,0,Current range,0,128,
1696318629.3193479,0,Timestamp,33000004,n,V cell,-1600093,u,WE current,-52270168,f,Status,8,0,Current range,0,128,
1696318629.3203468,0,Timestamp,36000004,n,V cell,-1600093,u,WE current,-50970976,f,Status,8,0,Current range,0,128,
1696318629.3203468,0,Timestamp,39000000,n,V cell,-1600093,u,WE current,-49660580,f,Status,8,0,Current range,0,128,
1696318629.3213441,0,Timestamp,42000000,n,V cell,-1600093,u,WE current,-48344588,f,Status,0,0,Current range,0,128,
1696318629.32234,0,Timestamp,45000000,n,V cell,-1600093,u,WE current,-47034192,f,Status,0,0,Current range,0,128,
1696318629.3233378,0,Timestamp,47999996,n,V cell,-1600093,u,WE current,-45763000,f,Status,0,0,Current range,0,128,
1696318629.3243344,0,Timestamp,50999996,n,V cell,-1600093,u,WE current,-44547804,f,Status,0,0,Current range,0,128,
1696318629.325332,0,Timestamp,53999992,n,V cell,-1600093,u,WE current,-43394208,f,Status,0,0,Current range,0,128,
1696318629.3265052,0,Timestamp,56999992,n,V cell,-1600093,u,WE current,-42302216,f,Status,0,0,Current range,0,128,
1696318629.3276062,0,Timestamp,59999992,n,V cell,-1600093,u,WE current,-41266220,f,Status,0,0,Current range,0,128,
1696318629.3286037,0,Timestamp,62999992,n,V cell,-1600093,u,WE current,-40286220,f,Status,0,0,Current range,0,128,
1696318629.3296013,0,Timestamp,65999992,n,V cell,-1600093,u,WE current,-39351024,f,Status,0,0,Current range,0,128,
1696318629.3305988,0,Timestamp,68999992,n,V cell,-1600093,u,WE current,-38477432,f,Status,0,0,Current range,0,128,
1696318629.3315973,0,Timestamp,71999992,n,V cell,-1600093,u,WE current,-37654236,f,Status,0,0,Current range,0,128,
1696318629.3315973,0,Timestamp,74999992,n,V cell,-1600093,u,WE current,-36892636,f,Status,0,0,Current range,0,128,
1696318629.3325942,0,Timestamp,77999984,n,V cell,-1600093,u,WE current,-36164640,f,Status,0,0,Current range,0,128,
1696318629.3335905,0,Timestamp,80999984,n,V cell,-1600093,u,WE current,-35470244,f,Status,0,0,Current range,0,128,
1696318629.3345878,0,Timestamp,83999984,n,V cell,-1600093,u,WE current,-34815044,f,Status,0,0,Current range,0,128,
1696318629.335585,0,Timestamp,86999984,n,V cell,-1600093,u,WE current,-34176648,f,Status,0,0,Current range,0,128,
1696318629.3365827,0,Timestamp,89999984,n,V cell,-1600093,u,WE current,-33594252,f,Status,0,0,Current range,0,128,
1696318629.33758,0,Timestamp,92999976,n,V cell,-1600093,u,WE current,-33039854,f,Status,0,0,Current range,0,128,
1696318629.3385773,0,Timestamp,95999976,n,V cell,-1600093,u,WE current,-32519056,f,Status,0,0,Current range,0,128,
1696318629.3395746,0,Timestamp,98999976,n,V cell,-1600093,u,WE current,-32020660,f,Status,0,0,Current range,0,128,
1696318629.3395746,0,Timestamp,101999,u,V cell,-1600093,u,WE current,-31544660,f,Status,0,0,Current range,0,128,
1696318629.3405728,0,Timestamp,104999,u,V cell,-1600093,u,WE current,-31079862,f,Status,0,0,Current range,0,128,
1696318629.3415704,0,Timestamp,107999,u,V cell,-1600093,u,WE current,-30631864,f,Status,0,0,Current range,0,128,
1696318629.343193,0,Timestamp,110999,u,V cell,-1600093,u,WE current,-30234266,f,Status,0,0,Current range,0,128,
1696318629.3442922,0,Timestamp,113999,u,V cell,-1600093,u,WE current,-29842270,f,Status,0,0,Current range,0,128,
1696318629.3452897,0,Timestamp,116999,u,V cell,-1600093,u,WE current,-29467070,f,Status,0,0,Current range,0,128,
1696318629.3462868,0,Timestamp,119999,u,V cell,-1600093,u,WE current,-29114272,f,Status,0,0,Current range,0,128,
1696318629.5073984,1,Timestamp,0, ,V cell,-1600093,u,WE current,-57220548,f,Status,8,0,Current range,0,128,
1696318629.509394,1,Timestamp,3000000,n,V cell,-1600093,u,WE current,-53244564,f,Status,8,0,Current range,0,128,
1696318629.5101063,1,Timestamp,6000000,n,V cell,-1600093,u,WE current,-50539780,f,Status,8,0,Current range,0,128,
1696318629.5112278,1,Timestamp,9000000,n,V cell,-1600093,u,WE current,-42733412,f,Status,0,0,Current range,0,128,
1696318629.5122254,1,Timestamp,12000000,n,V cell,-1600093,u,WE current,-36142240,f,Status,0,0,Current range,0,128,
1696318629.5132227,1,Timestamp,15000001,n,V cell,-1600093,u,WE current,-31567060,f,Status,0,0,Current range,0,128,
1696318629.5142198,1,Timestamp,18000002,n,V cell,-1600093,u,WE current,-28358276,f,Status,0,0,Current range,0,128,
1696318629.5152173,1,Timestamp,21000002,n,V cell,-1600093,u,WE current,-26028684,f,Status,0,0,Current range,0,128,
1696318629.5162146,1,Timestamp,24000002,n,V cell,-1600093,u,WE current,-24287094,f,Status,0,0,Current range,0,128,
1696318629.517212,1,Timestamp,27000002,n,V cell,-1600093,u,WE current,-22943100,f,Status,0,0,Current range,0,128,
1696318629.5182092,1,Timestamp,30000004,n,V cell,-1600093,u,WE current,-21879102,f,Status,0,0,Current range,0,128,
1696318629.5192068,1,Timestamp,33000004,n,V cell,-1600093,u,WE current,-21022308,f,Status,0,0,Current range,0,128,
1696318629.5192068,1,Timestamp,36000004,n,V cell,-1600093,u,WE current,-20316710,f,Status,0,0,Current range,0,128,
1696318629.520204,1,Timestamp,39000000,n,V cell,-1600093,u,WE current,-19717514,f,Status,0,0,Current range,0,128,
1696318629.5212011,1,Timestamp,42000000,n,V cell,-1600093,u,WE current,-19185516,f,Status,0,0,Current range,0,128,
1696318629.5221984,1,Timestamp,45000000,n,V cell,-1600093,u,WE current,-18703916,f,Status,0,0,Current range,0,128,
1696318629.523196,1,Timestamp,47999996,n,V cell,-1600093,u,WE current,-18278320,f,Status,0,0,Current range,0,128,
1696318629.5241933,1,Timestamp,50999996,n,V cell,-1600093,u,WE current,-17897522,f,Status,0,0,Current range,0,128,
1696318629.5251906,1,Timestamp,53999992,n,V cell,-1600093,u,WE current,-17561522,f,Status,0,0,Current range,0,128,
1696318629.5261877,1,Timestamp,56999992,n,V cell,-1600093,u,WE current,-17253524,f,Status,0,0,Current range,0,128,
1696318629.5281827,1,Timestamp,59999992,n,V cell,-1600093,u,WE current,-16979126,f,Status,0,0,Current range,0,128,
1696318629.5291796,1,Timestamp,62999992,n,V cell,-1600093,u,WE current,-16721526,f,Status,0,0,Current range,0,128,
1696318629.5301774,1,Timestamp,65999992,n,V cell,-1600093,u,WE current,-16469527,f,Status,0,0,Current range,0,128,
1696318629.5311744,1,Timestamp,68999992,n,V cell,-1600093,u,WE current,-16228729,f,Status,0,0,Current range,0,128,
1696318629.5321715,1,Timestamp,71999992,n,V cell,-1600093,u,WE current,-16021529,f,Status,0,0,Current range,0,128,
1696318629.5341663,1,Timestamp,74999992,n,V cell,-1600093,u,WE current,-15831131,f,Status,0,0,Current range,0,128,
1696318629.5351639,1,Timestamp,77999984,n,V cell,-1600093,u,WE current,-15663132,f,Status,0,0,Current range,0,128,
1696318629.536161,1,Timestamp,80999984,n,V cell,-1600093,u,WE current,-15489532,f,Status,0,0,Current range,0,128,
1696318629.5371587,1,Timestamp,83999984,n,V cell,-1600093,u,WE current,-15327132,f,Status,0,0,Current range,0,128,
1696318629.5381558,1,Timestamp,86999984,n,V cell,-1600093,u,WE current,-15159133,f,Status,0,0,Current range,0,128,
1696318629.5391533,1,Timestamp,89999984,n,V cell,-1600093,u,WE current,-15007933,f,Status,0,0,Current range,0,128,
1696318629.540151,1,Timestamp,92999976,n,V cell,-1600093,u,WE current,-14867934,f,Status,0,0,Current range,0,128,
1696318629.540151,1,Timestamp,95999976,n,V cell,-1600093,u,WE current,-14744735,f,Status,0,0,Current range,0,128,
1696318629.541148,1,Timestamp,98999976,n,V cell,-1600093,u,WE current,-14627136,f,Status,0,0,Current range,0,128,
1696318629.5421455,1,Timestamp,101999,u,V cell,-1600093,u,WE current,-14503936,f,Status,0,0,Current range,0,128,
1696318629.5434985,1,Timestamp,104999,u,V cell,-1600093,u,WE current,-14380736,f,Status,0,0,Current range,0,128,
1696318629.5446007,1,Timestamp,107999,u,V cell,-1600093,u,WE current,-14263137,f,Status,0,0,Current range,0,128,
1696318629.5455985,1,Timestamp,110999,u,V cell,-1600093,u,WE current,-14145538,f,Status,0,0,Current range,0,128,
1696318629.5465956,1,Timestamp,113999,u,V cell,-1600093,u,WE current,-14050338,f,Status,0,0,Current range,0,128,
1696318629.547593,1,Timestamp,116999,u,V cell,-1600093,u,WE current,-13955138,f,Status,0,0,Current range,0,128,
1696318629.5485904,1,Timestamp,119999,u,V cell,-1600093,u,WE current,-13876739,f,Status,0,0,Current range,0,128,
1696318689.284842,0,Timestamp,0, ,V cell,-1600093,u,WE current,-72547680,f,Status,2,0,Current range,0,128,
1696318689.2864394,0,Timestamp,3000000,n,V cell,-1600093,u,WE current,-70173288,f,Status,2,0,Current range,0,128,
1696318689.287537,0,Timestamp,6000000,n,V cell,-1600093,u,WE current,-67121304,f,Status,2,0,Current range,0,128,
1696318689.2885349,0,Timestamp,9000000,n,V cell,-1600093,u,WE current,-64640512,f,Status,2,0,Current range,0,128,
1696318689.2895324,0,Timestamp,12000000,n,V cell,-1600093,u,WE current,-62585324,f,Status,2,0,Current range,0,128,
1696318689.2905293,0,Timestamp,15000001,n,V cell,-1600093,u,WE current,-60742928,f,Status,2,0,Current range,0,128,
1696318689.2915266,0,Timestamp,18000002,n,V cell,-1600093,u,WE current,-59079740,f,Status,2,0,Current range,0,128,
1696318689.2925243,0,Timestamp,21000002,n,V cell,-1600093,u,WE current,-57567744,f,Status,8,0,Current range,0,128,
1696318689.2935214,0,Timestamp,24000002,n,V cell,-1600093,u,WE current,-56145352,f,Status,8,0,Current range,0,128,
1696318689.2945185,0,Timestamp,27000002,n,V cell,-1600093,u,WE current,-54767760,f,Status,8,0,Current range,0,128,
1696318689.295516,0,Timestamp,30000004,n,V cell,-1600093,u,WE current,-53440564,f,Status,8,0,Current range,0,128,
1696318689.2965133,0,Timestamp,33000004,n,V cell,-1600093,u,WE current,-52118968,f,Status,8,0,Current range,0,128,
1696318689.2975106,0,Timestamp,36000004,n,V cell,-1600093,u,WE current,-50808576,f,Status,8,0,Current range,0,128,
1696318689.2995052,0,Timestamp,39000000,n,V cell,-1600093,u,WE current,-49481384,f,Status,8,0,Current range,0,128,
1696318689.3005028,0,Timestamp,42000000,n,V cell,-1600093,u,WE current,-48165388,f,Status,0,0,Current range,0,128,
1696318689.3015,0,Timestamp,45000000,n,V cell,-1600093,u,WE current,-46866196,f,Status,0,0,Current range,0,128,
1696318689.3024974,0,Timestamp,47999996,n,V cell,-1600093,u,WE current,-45583800,f,Status,0,0,Current range,0,128,
1696318689.3031182,0,Timestamp,50999996,n,V cell,-1600093,u,WE current,-44363004,f,Status,0,0,Current range,0,128,
1696318689.3042223,0,Timestamp,53999992,n,V cell,-1600093,u,WE current,-43192612,f,Status,0,0,Current range,0,128,
1696318689.3052201,0,Timestamp,56999992,n,V cell,-1600093,u,WE current,-42100612,f,Status,0,0,Current range,0,128,
1696318689.3062174,0,Timestamp,59999992,n,V cell,-1600093,u,WE current,-41075820,f,Status,0,0,Current range,0,128,
1696318689.3072145,0,Timestamp,62999992,n,V cell,-1600093,u,WE current,-40101424,f,Status,0,0,Current range,0,128,
1696318689.3082123,0,Timestamp,65999992,n,V cell,-1600093,u,WE current,-39183028,f,Status,0,0,Current range,0,128,
1696318689.309209,0,Timestamp,68999992,n,V cell,-1600093,u,WE current,-38309432,f,Status,0,0,Current range,0,128,
1696318689.3102067,0,Timestamp,71999992,n,V cell,-1600093,u,WE current,-37486236,f,Status,0,0,Current range,0,128,
1696318689.3112044,0,Timestamp,74999992,n,V cell,-1600093,u,WE current,-36707840,f,Status,0,0,Current range,0,128,
1696318689.3122013,0,Timestamp,77999984,n,V cell,-1600093,u,WE current,-35979840,f,Status,0,0,Current range,0,128,
1696318689.3131986,0,Timestamp,80999984,n,V cell,-1600093,u,WE current,-35296644,f,Status,0,0,Current range,0,128,
1696318689.3151937,0,Timestamp,83999984,n,V cell,-1600093,u,WE current,-34652648,f,Status,0,0,Current range,0,128,
1696318689.3161907,0,Timestamp,86999984,n,V cell,-1600093,u,WE current,-34025452,f,Status,0,0,Current range,0,128,
1696318689.317188,0,Timestamp,89999984,n,V cell,-1600093,u,WE current,-33443052,f,Status,0,0,Current range,0,128,
1696318689.318186,0,Timestamp,92999976,n,V cell,-1600093,u,WE current,-32871854,f,Status,0,0,Current range,0,128,
1696318689.3191826,0,Timestamp,95999976,n,V cell,-1600093,u,WE current,-32356656,f,Status,0,0,Current range,0,128,
1696318689.3198066,0,Timestamp,98999976,n,V cell,-1600093,u,WE current,-31852658,f,Status,0,0,Current range,0,128,
1696318689.320909,0,Timestamp,101999,u,V cell,-1600093,u,WE current,-31387860,f,Status,0,0,Current range,0,128,
1696318689.3229043,0,Timestamp,104999,u,V cell,-1600093,u,WE current,-30945462,f,Status,0,0,Current range,0,128,
1696318689.3239014,0,Timestamp,107999,u,V cell,-1600093,u,WE current,-30514266,f,Status,0,0,Current range,0,128,
1696318689.3248985,0,Timestamp,110999,u,V cell,-1600093,u,WE current,-30105466,f,Status,0,0,Current range,0,128,
1696318689.3258963,0,Timestamp,113999,u,V cell,-1600093,u,WE current,-29702268,f,Status,0,0,Current range,0,128,
1696318689.3268936,0,Timestamp,116999,u,V cell,-1600093,u,WE current,-29332670,f,Status,0,0,Current range,0,128,
1696318689.3278909,0,Timestamp,119999,u,V cell,-1600093,u,WE current,-28979872,f,Status,0,0,Current range,0,128,
1696318689.486628,1,Timestamp,0, ,V cell,-1600093,u,WE current,-57220548,f,Status,8,0,Current range,0,128,
1696318689.4887152,1,Timestamp,3000000,n,V cell,-1600093,u,WE current,-53238968,f,Status,8,0,Current range,0,128,
1696318689.4897125,1,Timestamp,6000000,n,V cell,-1600093,u,WE current,-50461376,f,Status,8,0,Current range,0,128,
1696318689.4907103,1,Timestamp,9000000,n,V cell,-1600093,u,WE current,-42615812,f,Status,0,0,Current range,0,128,
1696318689.4917076,1,Timestamp,12000000,n,V cell,-1600093,u,WE current,-36058240,f,Status,0,0,Current range,0,128,
1696318689.492705,1,Timestamp,15000001,n,V cell,-1600093,u,WE current,-31511062,f,Status,0,0,Current range,0,128,
1696318689.4937022,1,Timestamp,18000002,n,V cell,-1600093,u,WE current,-28313476,f,Status,0,0,Current range,0,128,
1696318689.4946997,1,Timestamp,21000002,n,V cell,-1600093,u,WE current,-25989486,f,Status,0,0,Current range,0,128,
1696318689.4956968,1,Timestamp,24000002,n,V cell,-1600093,u,WE current,-24259092,f,Status,0,0,Current range,0,128,
1696318689.4966943,1,Timestamp,27000002,n,V cell,-1600093,u,WE current,-22909498,f,Status,0,0,Current range,0,128,
1696318689.4976916,1,Timestamp,30000004,n,V cell,-1600093,u,WE current,-21851104,f,Status,0,0,Current range,0,128,
1696318689.498689,1,Timestamp,33000004,n,V cell,-1600093,u,WE current,-20999908,f,Status,0,0,Current range,0,128,
1696318689.499686,1,Timestamp,36000004,n,V cell,-1600093,u,WE current,-20305510,f,Status,0,0,Current range,0,128,
1696318689.5006843,1,Timestamp,39000000,n,V cell,-1600093,u,WE current,-19706314,f,Status,0,0,Current range,0,128,
1696318689.5016809,1,Timestamp,42000000,n,V cell,-1600093,u,WE current,-19168714,f,Status,0,0,Current range,0,128,
1696318689.503326,1,Timestamp,45000000,n,V cell,-1600093,u,WE current,-18692716,f,Status,0,0,Current range,0,128,
1696318689.5044248,1,Timestamp,47999996,n,V cell,-1600093,u,WE current,-18267120,f,Status,0,0,Current range,0,128,
1696318689.5054226,1,Timestamp,50999996,n,V cell,-1600093,u,WE current,-17891922,f,Status,0,0,Current range,0,128,
1696318689.5064201,1,Timestamp,53999992,n,V cell,-1600093,u,WE current,-17544724,f,Status,0,0,Current range,0,128,
1696318689.5074172,1,Timestamp,56999992,n,V cell,-1600093,u,WE current,-17253524,f,Status,0,0,Current range,0,128,
1696318689.5084145,1,Timestamp,59999992,n,V cell,-1600093,u,WE current,-16973526,f,Status,0,0,Current range,0,128,
1696318689.5094116,1,Timestamp,62999992,n,V cell,-1600093,u,WE current,-16710326,f,Status,0,0,Current range,0,128,
1696318689.510409,1,Timestamp,65999992,n,V cell,-1600093,u,WE current,-16458327,f,Status,0,0,Current range,0,128,
1696318689.5114067,1,Timestamp,68999992,n,V cell,-1600093,u,WE current,-16223128,f,Status,0,0,Current range,0,128,
